id,price
100438,4748526.872426786
100439,1568002.608722839
100440,4405867.048255904
100441,3677276.295019808
100442,4938559.116358613
100443,18196085.128683314
100444,956805.8842780237
100445,3869104.8334558564
100446,1238607.2127617432
100447,6935746.093197471
100448,1334952.0935272425
100449,3053328.7451172434
100450,470531.6497686506
100451,6710398.386042532
100452,2218486.1917835656
100453,8641373.289389687
100454,1792106.116730989
100455,5858197.4758395655
100456,5512812.966536074
100457,8534842.902617078
100458,2268631.949246239
100459,4288969.3364196895
100460,1724676.2548996566
100461,2218771.329716799
100462,5044408.254168544
100463,11658324.125515789
100464,5938851.2198622245
100465,10468019.51785022
100466,7041526.980990237
100467,4745397.92700149
100468,4500049.530777865
100469,7597713.973360394
100470,3468437.0485237697
100471,1264313.590218734
100472,1089709.2804204056
100473,4649379.435644568
100474,3647234.447670368
100475,4079828.9626232116
100476,3054792.814712584
100477,4864664.6430928605
100478,9726280.296649361
100479,1799920.5410936582
100480,4393786.610247774
100481,6849603.318387815
100482,2562761.7684890977
100483,3755003.0251130154
100484,14055239.565344198
100485,1593651.268121046
100486,7757914.452200477
100487,4849367.725833462
100488,2238215.528514473
100489,2403139.8665354536
100490,3846578.613422971
100491,2925391.47171607
100492,2322809.5223301253
100493,3158818.4041686654
100494,7306581.079766429
100495,4213250.76359901
100496,10051474.224667247
100497,2877302.8374829968
100498,14088084.176329946
100499,3705544.789120434
100500,5703267.67096182
100501,4649908.883895473
100502,10771247.876859872
100503,8879522.605723094
100504,4453507.3078366155
100505,2494579.956354268
100506,2125162.170719063
100507,13116695.983978786
100508,4441362.525941403
100509,9217882.47057658
100510,4900446.323893651
100511,7929514.9609896215
100512,4151735.614355097
100513,5313907.163766416
100514,4727235.050076706
100515,4166979.2594264406
100516,989344.2912517323
100517,9181571.28122512
100518,6209754.457163153
100519,2768890.2528184163
100520,5773004.501405244
100521,1588965.510520764
100522,7096666.394322826
100523,3551303.6947293016
100524,8780614.904401807
100525,5188523.195158167
100526,11573956.119896986
100527,1733076.1066614266
100528,2253070.009286739
100529,5817739.929820688
100530,3655548.651992342
100531,2059188.0974287011
100532,2640947.0990416375
100533,1772392.127724312
100534,1266811.6381258345
100535,5912802.999611252
100536,3132757.5637850305
100537,12618291.452038195
100538,2479548.532101051
100539,3617013.261590351
100540,3911505.9579902845
100541,6724250.239782155
100542,347728.85515869595
100543,7447048.391942932
100544,340644.7073932376
100545,7679330.180743481
100546,3049282.847915415
100547,8296519.913201521
100548,6080279.07349352
100549,3024526.884607314
100550,10587389.441067623
100551,4919057.801170093
100552,4132479.6185865053
100553,4874267.000776646
100554,1193211.8085627523
100555,4715782.996033411
100556,11545961.773818184
100557,3289517.149225282
100558,2422475.020372378
100559,2972662.500918429
100560,3507633.35457525
100561,3087355.298766516
100562,4336312.220791136
100563,5251507.381173463
100564,527226.7530437566
100565,5728225.578465524
100566,11640638.405186586
100567,3321768.9060166585
100568,6308551.128401425
100569,4596290.122270603
100570,3049229.7543745493
100571,3446639.9013416
100572,1726187.824732182
100573,4397599.590318032
100574,3053395.4789374843
100575,8699961.474621508
100576,6172023.107382203
100577,3616516.249722824
100578,3335712.56434711
100579,2584615.0894585904
100580,2058589.4097322274
100581,5999860.2863684455
100582,5959443.692378083
100583,7061180.289984262
100584,615032.9342082912
100585,3945112.2400280987
100586,2321115.8150414517
100587,2153413.014531136
100588,2325571.1133639705
100589,7124712.429040653
100590,1963865.7718657127
100591,5109170.068544696
100592,2856822.2138045747
100593,737365.2909532572
100594,2000950.1507625277
100595,1479753.1864231783
100596,4262750.854002502
100597,1851360.4396277952
100598,412488.87562750105
100599,7040120.842386944
100600,11069719.731621414
100601,15215486.646770416
100602,3131865.5615462624
100603,7695749.073007397
100604,3286423.245933438
100605,3918232.5429205
100606,1113902.4908160267
100607,9670674.4638633
100608,8088597.729039581
100609,5868486.968192394
100610,5047914.349544995
100611,6205839.339606802
100612,10018936.869533394
100613,4633457.066859667
100614,3527539.158911404
100615,2088732.3564286153
100616,4195117.053085798
100617,7567285.905314613
100618,1032109.9528618611
100619,8417101.30459545
100620,6848079.298335047
100621,6680151.02727081
100622,6548465.647072252
100623,3487034.3185807015
100624,2701917.0731078973
100625,2588235.0476766652
100626,5853207.289690143
100627,3223048.8675203035
100628,4196866.861403824
100629,3961977.5871234005
100630,1375941.1623728038
100631,6314782.163384741
100632,1479898.5608013852
100633,726904.0068589296
100634,5616752.152003134
100635,5102439.839025004
100636,10500461.019234326
100637,5059377.981703724
100638,5022022.837240139
100639,8311603.604040325
100640,1983704.5061961638
100641,8045805.806315743
100642,7962139.928425782
100643,8008277.534532727
100644,199961.646648104
100645,1083.9448332710888
100646,2672164.8748321976
100647,1508935.7120154821
100648,5239668.2703960985
100649,5300873.341647363
100650,15070558.756941047
100651,3395990.157849046
100652,5438504.950893665
100653,4592667.980928108
100654,3518364.6816569283
100655,3253884.26655611
100656,3277066.127601323
100657,3442486.418415986
100658,3213208.45562268
100659,4763366.753512283
100660,9183673.516375208
100661,3393503.240783455
100662,1655486.9860292356
100663,1205060.4590479524
100664,2504838.634596843
100665,30780981.627495214
100666,5869960.195021308
100667,9711311.322776215
100668,8731047.981549842
100669,3166549.065863173
100670,4666133.814606337
100671,4035225.1034888853
100672,8099498.860397669
100673,1755978.6606029961
100674,3471125.0319948466
100675,10383208.93169564
100676,4531014.347266046
100677,3824023.9588037366
100678,3741551.038993181
100679,8173460.960415657
100680,2388434.8702197247
100681,6944947.980104645
100682,10040285.458398722
100683,2438285.2166156885
100684,1912588.4492162336
100685,4577118.702295101
100686,1982744.3901756038
100687,110760.30541365471
100688,2261141.962888991
100689,2931212.452607789
100690,2242521.707774477
100691,5525666.443749855
100692,2143848.885344653
100693,3010942.6911423733
100694,3850629.6326053636
100695,2017359.893159027
100696,3867015.6502346783
100697,8530045.439251129
100698,5155582.649670388
100699,1364041.042173409
100700,2292531.200331181
100701,3884511.868900912
100702,3311380.5048310026
100703,2566173.338837432
100704,4659039.492823164
100705,2099453.9635742255
100706,3512735.436266601
100707,5367173.3331875
100708,10028557.325682165
100709,3447865.294840603
100710,2929814.688561309
100711,2317012.994654307
100712,4552787.872486756
100713,3517202.128494326
100714,9380692.80735044
100715,4758430.501649661
100716,756337.985460793
100717,10502673.435462935
100718,7102273.825972914
100719,2186138.4188035303
100720,3017133.755596859
100721,2670636.4673149674
100722,1021365.2641950217
100723,4716090.565539067
100724,5960325.764203885
100725,7011698.091897981
100726,11164140.845354965
100727,10894685.386088753
100728,3114068.8317906954
100729,4856883.404483422
100730,1844354.7466754662
100731,4920727.872822777
100732,2031310.8637059531
100733,2660183.567850056
100734,4034588.9366625673
100735,2506030.1753016105
100736,13687372.520980539
100737,3891205.2414005455
100738,1712893.4093098484
100739,4353016.878924102
100740,4783007.601854401
100741,3360271.084763123
100742,3136747.7240862856
100743,6958130.435744549
100744,3087328.974477905
100745,7182450.919718309
100746,5874020.141051465
100747,3819247.8957255012
100748,8356137.182258972
100749,5365504.922171167
100750,2963370.904971475
100751,4390693.537394013
100752,3460011.1740120775
100753,1303957.6845624147
100754,3877866.170292168
100755,3163818.7930210577
100756,1095346.5338677075
100757,5623648.328630086
100758,7400027.537908159
100759,5229254.669073762
100760,2515678.9798540296
100761,5318039.744477059
100762,7516503.9601702755
100763,8627075.258230578
100764,984742.6476763685
100765,1286314.318433866
100766,13400876.38056557
100767,2842703.324051708
100768,3609588.2844869928
100769,2655080.142804903
100770,4202723.987763794
100771,6348194.608498748
100772,3876773.048226095
100773,5885014.606265284
100774,5445694.239312489
100775,1258854.8279056817
100776,3524766.8970716735
100777,6458998.904481272
100778,4440669.350892518
100779,3131362.292019537
100780,6195163.296476322
100781,1902935.9055082784
100782,10561831.975870587
100783,2666898.1432648315
100784,3388231.7946463134
100785,7429272.552776357
100786,1384897.347045552
100787,4051941.45966621
100788,887490.4191956237
100789,4519547.400413866
100790,5782823.638650804
100791,4116013.0619965536
100792,7174965.945749046
100793,2291564.8404206634
100794,3228779.3228741847
100795,1971667.6178133278
100796,4096048.965862813
100797,5843063.30876925
100798,4344916.018860977
100799,2193973.9398151403
100800,1727351.3519900092
100801,3970013.256962904
100802,6312711.677724833
100803,5411128.619090163
100804,4807583.197525923
100805,2991340.126284597
100806,2526845.4249514015
100807,6036089.710781442
100808,10456248.738336213
100809,4559305.224375795
100810,12301219.796359608
100811,6024846.120199473
100812,4878617.932861114
100813,6897455.567015202
100814,5650270.366330675
100815,3929861.6412432687
100816,1491727.6375989688
100817,4395432.876631753
100818,8454683.739739794
100819,3076575.0613964736
100820,9122999.600504387
100821,8678467.764188262
100822,2942023.352722295
100823,2618571.9811499543
100824,4702119.463224938
100825,2015693.5133871275
100826,8098247.308198168
100827,4616996.641263754
100828,10439181.838077405
100829,1317298.333781026
100830,3227419.28844979
100831,3334794.3542477083
100832,5294441.066084205
100833,7053668.56289306
100834,4349037.613384158
100835,11487814.57442861
100836,5372571.710434278
100837,5874161.237394673
100838,8243416.576580426
100839,8712619.14450312
100840,6585888.243351309
100841,3566675.5303153032
100842,6097588.681314082
100843,4302444.643819021
100844,5475345.770238587
100845,6088278.023626428
100846,6396389.352246745
100847,3146953.7450412093
100848,1793512.9627293586
100849,8534395.452903466
100850,5920557.526029021
100851,3939377.7094127503
100852,5939721.005995542
100853,2577618.776291038
100854,5355706.07098977
100855,14196014.16809411
100856,3346543.5585815534
100857,3888816.9209183515
100858,2071824.195580473
100859,4140608.4654076523
100860,2277150.47156953
100861,7805847.48008752
100862,2288300.630510624
100863,4924355.679771585
100864,9545542.288309889
100865,1768025.4418240795
100866,2349907.584097253
100867,5239759.296751826
100868,5007946.766929806
100869,2869117.624051229
100870,4788876.0795271015
100871,6663355.248318132
100872,2930368.5775066614
100873,3344890.576316375
100874,10932866.24761435
100875,1368160.7763765159
100876,4882188.681242912
100877,8674212.290376578
100878,4185402.880885042
100879,2645903.275590035
100880,4631383.485425945
100881,4890714.266263036
100882,3713392.63803414
100883,3554822.1865938823
100884,3183800.6234020703
100885,12713633.876751749
100886,3403190.1300164023
100887,7302904.003595412
100888,4166341.539196791
100889,3243909.70911461
100890,5499068.137944146
100891,7414843.10045397
100892,1844581.1412439328
100893,2697032.4711946
100894,7379125.468425785
100895,14210789.909516938
100896,3264194.1543554687
100897,5929433.628307367
100898,3752870.577343226
100899,2067848.7832190618
100900,6648572.448336682
100901,2737649.03938513
100902,661515.7974613509
100903,1894625.956748307
100904,3174764.0110234777
100905,3711038.3946283576
100906,9017009.666849652
100907,3404450.428065509
100908,5611864.973044551
100909,2372713.974695217
100910,2272856.6700404035
100911,8849284.100188341
100912,5695156.576378614
100913,3327237.885783063
100914,2154861.057704777
100915,7433987.492861679
100916,5400077.047551057
100917,6138030.705013458
100918,3227755.4612659244
100919,5648496.326844219
100920,2686988.2254253053
100921,10587906.413580123
100922,3274507.1044975454
100923,7135562.606165908
100924,4761453.329284542
100925,4127803.318403479
100926,5017471.105551797
100927,1007742.1530823413
100928,5581425.007577704
100929,1300216.0247838607
100930,3025825.5604032376
100931,4823617.723592351
100932,6327622.464662066
100933,5745119.994404709
100934,6177667.97453047
100935,10730750.35772878
100936,5392340.395785464
100937,1932202.365386862
100938,3589912.9950078693
100939,3056421.3310284405
100940,4568535.923683815
100941,5173720.964397992
100942,2332940.569607478
100943,5196574.360813407
100944,1745221.1455354523
100945,6438976.580552697
100946,4201751.0669591585
100947,3652930.704461184
100948,6105795.496624921
100949,4266003.35076249
100950,8837497.903860372
100951,4150430.214713263
100952,18897719.797392048
100953,3305881.6198222917
100954,4908852.947918497
100955,12635447.543142693
100956,1818003.189206516
100957,1325743.6649995183
100958,3833388.0872767195
100959,2747325.474313543
100960,3783803.1518184748
100961,1382939.4385623566
100962,5662000.83490201
100963,4613084.089698372
100964,1176926.4524989612
100965,5898225.53832263
100966,2152543.6723369365
100967,4882001.390649346
100968,2165394.2214970496
100969,4710751.021593933
100970,3923896.0587227643
100971,2340004.158063804
100972,6818207.895091092
100973,789045.603622946
100974,6815797.884633187
100975,674058.4998455838
100976,8070142.787197402
100977,10370050.046034958
100978,7057799.8417070415
100979,8936431.314438494
100980,5973446.50230715
100981,114770.38043348935
100982,9746654.49826029
100983,5034289.663043269
100984,3721248.2219702387
100985,5508365.548612946
100986,1955864.6434947606
100987,6863321.040293488
100988,2562663.8703567367
100989,6388054.798693743
100990,7341996.311320551
100991,2690529.607935232
100992,5678036.982600092
100993,11395866.41846191
100994,2981032.3482169765
100995,2571261.8825332196
100996,4218582.093781117
100997,9063789.046649486
100998,8314189.771204673
100999,3934186.5446008765
101000,3080335.253654484
101001,6103732.380912965
101002,2081177.4951330915
101003,307567.5970432019
101004,7842706.73956353
101005,4445465.707300185
101006,2402305.1378771444
101007,6381375.939302997
101008,3393458.9883030336
101009,1934314.1122276126
101010,4794865.662022852
101011,5905229.236474344
101012,10756524.53056395
101013,2818630.913553104
101014,11853363.059074337
101015,3475623.5789737985
101016,1626110.1851056498
101017,2179897.7621759414
101018,4339941.938597745
101019,4023823.538943689
101020,3728212.297204639
101021,6921131.190594722
101022,5305803.39674931
101023,1509064.7182133333
101024,-329780.5775582372
101025,1477694.4980258418
101026,2284477.306663184
101027,5513961.190967363
101028,5298349.30400754
101029,1116186.6351324832
101030,1403151.2685030277
101031,6830939.401446822
101032,3281051.4945522253
101033,2796836.490594995
101034,3766411.2219284303
101035,960196.7366941067
101036,2452443.6610074816
101037,3841396.7056539077
101038,4655443.723793049
101039,3776145.9253125004
101040,2367117.4176528077
101041,4232012.883960109
101042,4943373.20316214
101043,2802987.613873373
101044,6999556.082001667
101045,3685072.51939604
101046,4107897.6343195927
101047,3663734.2127324147
101048,1548237.5946960456
101049,2792096.610526513
101050,4111143.5632002237
101051,5008685.0921549285
101052,13905289.872220078
101053,5085048.776782023
101054,4766259.952441086
101055,2021678.295748855
101056,3601873.468372926
101057,4463020.7287497455
101058,11261983.838719798
101059,8963235.359964179
101060,4664907.580083305
101061,4590573.890773851
101062,8852489.618334956
101063,2679103.102995449
101064,2959256.9343361245
101065,7063902.667773604
101066,4624730.362700149
101067,8782064.343505822
101068,5223592.793041271
101069,8277178.3749611555
101070,4553631.893719764
101071,4932925.396716063
101072,717863.65817146
101073,3804142.406521057
101074,7990827.475907393
101075,5573493.707749317
101076,1143186.9532934944
101077,2033407.3316849591
101078,1511365.336397768
101079,2362006.2904257537
101080,1123039.5152436602
101081,7368078.1003053915
101082,1686605.366777331
101083,7771021.606553339
101084,7925208.547495444
101085,2749242.596524948
101086,6107945.765929346
101087,6679529.174540916
101088,5491653.021874676
101089,30255606.812465563
101090,3399778.056929656
101091,7536657.542107435
101092,4152513.2301949584
101093,4850271.446873956
101094,6171249.013868601
101095,4325308.946146754
101096,4448087.576706935
101097,4123496.710712512
101098,3650949.6110476293
101099,10157230.227465035
101100,3930971.0299854027
101101,1405667.2630685368
101102,3831484.0776678147
101103,7620465.644032481
101104,8214563.313568678
101105,2913852.0361427814
101106,4870818.259575406
101107,3301700.890733655
101108,2824717.766733389
101109,1001505.726935975
101110,4903939.551775599
101111,3185857.3114059204
101112,4647028.055412753
101113,3311023.3350987746
101114,3252202.17612176
101115,5373303.704439244
101116,3411022.187084829
101117,1407330.7986550431
101118,2662404.94636891
101119,4855349.2757226005
101120,3153114.4158508508
101121,14417935.873175193
101122,4928431.534486771
101123,3118967.5190602345
101124,9574674.152623573
101125,5664525.779747501
101126,17579361.75229863
101127,7406848.219663375
101128,3366062.428297509
101129,6655072.830935215
101130,9605025.912335917
101131,10091651.344345449
101132,2572339.520544811
101133,9713877.109726956
101134,4734049.510210727
101135,7659876.547623459
101136,18957249.65901712
101137,2090053.8895618243
101138,3841071.272790577
101139,5882453.894244804
101140,3157810.6757211643
101141,5354285.542630038
101142,3102332.064911427
101143,3689854.754142781
101144,3174341.0326149203
101145,2774401.775921854
101146,4098198.996175207
101147,8642862.989720566
101148,12168804.548729071
101149,5659466.960715649
101150,5260380.096186569
101151,4410922.497351413
101152,7064172.187392142
101153,2308674.7875310252
101154,7857971.0450068675
101155,9389960.56808549
101156,2485823.7395263924
101157,3054537.6168821426
101158,3825040.971229481
101159,8521524.264575923
101160,5977122.80319014
101161,4528335.109669705
101162,2079389.0156785485
101163,3996087.5346577014
101164,5935851.376946445
101165,11896219.238427827
101166,6401441.591624804
101167,11486674.112818781
101168,1472721.7709459998
101169,8728506.66647661
101170,11988889.09947738
101171,2333909.9437952125
101172,1897592.0788948392
101173,1423523.8730674272
101174,8585639.109166889
101175,2627614.5091120903
101176,2397083.5948228366
101177,8485345.104191877
101178,4702556.587360194
101179,7075832.905590051
101180,3885419.3252361882
101181,2303479.6365998727
101182,5315126.629798322
101183,8393860.127868112
101184,2547303.5693088593
101185,8807909.745822323
101186,6375552.796714645
101187,4731827.355032722
101188,3027397.9299943605
101189,6866014.5074803475
101190,2883119.6872362206
101191,1625581.5812263377
101192,8603116.232210146
101193,4582512.16314699
101194,6054600.236822972
101195,9147735.832178308
101196,2634065.8278138638
101197,1201882.9631253453
101198,5706412.954531223
101199,4571153.935646205
101200,2111838.4878821033
101201,5695636.151872097
101202,1519505.3255149398
101203,4933093.224392514
101204,2541410.098817822
101205,1991839.15139528
101206,3079124.3381077126
101207,4871430.417400697
101208,4501163.308159755
101209,7553725.436519913
101210,3589159.710063481
101211,2858728.7636667057
101212,2363513.3282999927
101213,22282980.84104936
101214,2101201.607097697
101215,179365.06531513133
101216,6308522.305791864
101217,5616764.106592989
101218,7443500.840550486
101219,3683882.2314168126
101220,6181162.493795839
101221,1870556.2785487648
101222,66036.7732932576
101223,6648436.472730229
101224,2342560.002303954
101225,1733385.444582262
101226,5987811.424758555
101227,4684429.526808897
101228,5304565.41903427
101229,3370688.825523785
101230,8149713.232814103
101231,4267122.094484846
101232,19768225.617783137
101233,2881052.4599301447
101234,2518160.5629226984
101235,3459205.4367162473
101236,4268473.552444901
101237,2779914.6922892528
101238,931248.2347742282
101239,623123.2040975137
